naam,latitude,longitude,provincie,honden_toegestaan,stroom,waterfront,aantal_plekken,prijs,website,telefoon,openingstijden,afbeelding
De Hoek,53.1700666,4.8599934,North Holland,Onbekend,Nee,Nee,Onbekend,Onbekend,https://www.campingdehoek.nl/,+31 222 316 236,Onbekend,https://images.unsplash.com/photo-1523987355523-c7b5b0dd90a7?auto=format&fit=crop&w=300&q=80
Camping Exloo,52.8654504,6.8889549,Drenthe,Onbekend,Nee,Nee,Onbekend,Onbekend,https://campingexloo.nl,+31 591 549 147,Onbekend,https://images.unsplash.com/photo-1523987355523-c7b5b0dd90a7?auto=format&fit=crop&w=300&q=80
Camping BuitenRijk,52.8972799,7.0006699,Drenthe,Onbekend,Ja,Nee,130,Betaald,https://www.campingbuitenrijk.nl,,May 18-Oct 31; PH off,https://images.unsplash.com/photo-1523987355523-c7b5b0dd90a7?auto=format&fit=crop&w=300&q=80
Mini Camping Drentse Monden,52.8712536,7.0018512,Drenthe,Onbekend,Ja,Nee,Onbekend,Onbekend,https://www.minicampingdrentsemonden.nl,+31 591 346 270,Onbekend,https://images.unsplash.com/photo-1523987355523-c7b5b0dd90a7?auto=format&fit=crop&w=300&q=80
Molenhof,52.8213845,7.0607676,Drenthe,Onbekend,Nee,Nee,Onbekend,Onbekend,https://www.minicampingmolenhof.nl/,+31 6 29255281;+31 6 40839098,Onbekend,https://images.unsplash.com/photo-1523987355523-c7b5b0dd90a7?auto=format&fit=crop&w=300&q=80
Camping Het Groene Hart,52.2048758,4.7545475,North Holland,Onbekend,Nee,Nee,Onbekend,Onbekend,https://www.ipsedebruggen.nl/camping-het-groene-hart,,Onbekend,https://images.unsplash.com/photo-1523987355523-c7b5b0dd90a7?auto=format&fit=crop&w=300&q=80
Minicamping 't Oegenbos,52.2483528,6.0488673,Gelderland,Onbekend,Nee,Nee,Onbekend,Onbekend,https://oegenbos.nl,,Onbekend,https://images.unsplash.com/photo-1523987355523-c7b5b0dd90a7?auto=format&fit=crop&w=300&q=80
Minicamping Heksenheuvel,51.3464294,5.6676405,North Brabant,Ja,Ja,Nee,25,Betaald,https://heksenheuvel.nl/,+31 6 21594262,Onbekend,https://images.unsplash.com/photo-1523987355523-c7b5b0dd90a7?auto=format&fit=crop&w=300&q=80
De Peelfluiter,51.3199331,5.8539688,Limburg,Onbekend,Nee,Nee,Onbekend,Onbekend,https://www.depeelfluiter.nl,+31 6 51585829,Onbekend,https://images.unsplash.com/photo-1523987355523-c7b5b0dd90a7?auto=format&fit=crop&w=300&q=80
Kampeerderij De Kaaiewaaier,51.2953688,5.7916501,Limburg,Onbekend,Nee,Nee,Onbekend,Onbekend,https://kampeerderijdekaaiewaaier.nl/,+31 6 42187003,Onbekend,https://images.unsplash.com/photo-1523987355523-c7b5b0dd90a7?auto=format&fit=crop&w=300&q=80
Klein Schoor,51.2602657,5.7705906,Limburg,Onbekend,Nee,Nee,Onbekend,Onbekend,https://www.kleinschoor.nl,+31 6 39361144,Onbekend,https://images.unsplash.com/photo-1523987355523-c7b5b0dd90a7?auto=format&fit=crop&w=300&q=80
Hanssenhof Recreatieboerderij,51.3140288,6.0028894,Limburg,Onbekend,Nee,Nee,Onbekend,Onbekend,https://www.hanssenhof.nl,+31 77 307 2177,Onbekend,https://images.unsplash.com/photo-1523987355523-c7b5b0dd90a7?auto=format&fit=crop&w=300&q=80
Camping In 't Niet,51.3564798,6.0813846,Limburg,Onbekend,Nee,Nee,Onbekend,Onbekend,https://intniet.nl,+31 77 465 4169,Onbekend,https://images.unsplash.com/photo-1523987355523-c7b5b0dd90a7?auto=format&fit=crop&w=300&q=80
Ut Tumpke,51.3091968,6.056955,Limburg,Onbekend,Nee,Nee,Onbekend,Onbekend,https://www.uttumpke.nl,+31 77 462 0001,Onbekend,https://images.unsplash.com/photo-1523987355523-c7b5b0dd90a7?auto=format&fit=crop&w=300&q=80
De Ulend,51.3094785,6.0747345,Limburg,Onbekend,Nee,Nee,Onbekend,Onbekend,https://www.ulend.nl,+31 77 462 2462,Onbekend,https://images.unsplash.com/photo-1523987355523-c7b5b0dd90a7?auto=format&fit=crop&w=300&q=80
Barbizon,51.3296275,6.0774256,Limburg,Onbekend,Nee,Nee,Onbekend,Onbekend,https://www.campingbarbizon.nl,+31 77 477 2259,Onbekend,https://images.unsplash.com/photo-1523987355523-c7b5b0dd90a7?auto=format&fit=crop&w=300&q=80
Den Aenstoot,51.3090217,6.0630613,Limburg,Onbekend,Nee,Nee,Onbekend,Onbekend,https://www.denaenstoot.nl/,+31 6 30085126;+31 77 462 1681,week 01-53,https://images.unsplash.com/photo-1523987355523-c7b5b0dd90a7?auto=format&fit=crop&w=300&q=80
Fietsers en Camper Camping Heiderust,51.3495925,6.1094921,Limburg,Onbekend,Nee,Nee,Onbekend,Onbekend,https://www.heiderust.nl,+31 6 15527320,Mo-Su 07:00-22:00,https://images.unsplash.com/photo-1523987355523-c7b5b0dd90a7?auto=format&fit=crop&w=300&q=80
Boezeven,51.3027904,6.0431044,Limburg,Onbekend,Nee,Nee,Onbekend,Onbekend,https://www.dehazenakker.nl/boezeven/,+31 77 462 9170,Onbekend,https://images.unsplash.com/photo-1523987355523-c7b5b0dd90a7?auto=format&fit=crop&w=300&q=80
Odahoeve,51.2987051,6.0375487,Limburg,Onbekend,Nee,Nee,Onbekend,Onbekend,https://www.odahoeve.nl,+31 77 462 1358,Apr 1- Oct 31,https://images.unsplash.com/photo-1523987355523-c7b5b0dd90a7?auto=format&fit=crop&w=300&q=80
Stroaterhof,51.1922823,5.78759,Limburg,Onbekend,Nee,Nee,Onbekend,Onbekend,https://www.straoterhof.nl,+31 495 551 527,Onbekend,https://images.unsplash.com/photo-1523987355523-c7b5b0dd90a7?auto=format&fit=crop&w=300&q=80
Camping Hermans,51.2058303,5.9761036,Limburg,Onbekend,Nee,Nee,Onbekend,Onbekend,,,Onbekend,https://images.unsplash.com/photo-1523987355523-c7b5b0dd90a7?auto=format&fit=crop&w=300&q=80
De Reehorst,52.1164347,6.337326,Gelderland,Onbekend,Nee,Nee,Onbekend,Onbekend,https://www.dereehorst.nl/,,Onbekend,https://images.unsplash.com/photo-1523987355523-c7b5b0dd90a7?auto=format&fit=crop&w=300&q=80
Naturistenvereniging Atlanta,51.0089646,5.8013995,Limburg,Onbekend,Nee,Nee,120,Onbekend,https://atlanta-geleen.nl,+31 6 42784389,Onbekend,https://images.unsplash.com/photo-1523987355523-c7b5b0dd90a7?auto=format&fit=crop&w=300&q=80
"Jugendzeltplatz ""Rodebachtal""",50.9901606,5.9584667,Limburg,Onbekend,Nee,Nee,Onbekend,Onbekend,,,Onbekend,https://images.unsplash.com/photo-1523987355523-c7b5b0dd90a7?auto=format&fit=crop&w=300&q=80
Camping Aan de Grens,51.231369,6.0798732,Limburg,Onbekend,Nee,Nee,Onbekend,Betaald,https://www.aandegrens.nl/,+31 475 501 419,Onbekend,https://images.unsplash.com/photo-1523987355523-c7b5b0dd90a7?auto=format&fit=crop&w=300&q=80
Zeehengel en kampeervereniging Het Wad,53.0197567,5.2077544,North Holland,Onbekend,Nee,Nee,Onbekend,Onbekend,,,Onbekend,https://images.unsplash.com/photo-1523987355523-c7b5b0dd90a7?auto=format&fit=crop&w=300&q=80
Camping Midden Drenthe,52.8762239,6.6132897,Drenthe,Onbekend,Nee,Nee,Onbekend,Onbekend,https://campingmiddendrenthe.nl,+31 593 370 022,Onbekend,https://images.unsplash.com/photo-1523987355523-c7b5b0dd90a7?auto=format&fit=crop&w=300&q=80
De Kooise,51.9032317,5.1359497,South Holland,Onbekend,Nee,Nee,Onbekend,Onbekend,,,Onbekend,https://images.unsplash.com/photo-1523987355523-c7b5b0dd90a7?auto=format&fit=crop&w=300&q=80
Camping Boschlust,53.053236,6.4456508,Groningen,Onbekend,Nee,Nee,Onbekend,Onbekend,http://www.camping-boschlust.nl/,+31 6 29 51 54 90,Onbekend,https://images.unsplash.com/photo-1523987355523-c7b5b0dd90a7?auto=format&fit=crop&w=300&q=80
Camping De Pit,51.8778324,5.1897978,Gelderland,Onbekend,Nee,Nee,Onbekend,Onbekend,https://www.campingdepit.nl,+31 345 682 741,Onbekend,https://images.unsplash.com/photo-1523987355523-c7b5b0dd90a7?auto=format&fit=crop&w=300&q=80
Camping Zierikzee,51.6496075,3.940666,Zeeland,Onbekend,Ja,Nee,Onbekend,Onbekend,,,Onbekend,https://images.unsplash.com/photo-1523987355523-c7b5b0dd90a7?auto=format&fit=crop&w=300&q=80
Camping Cnossen,53.371343,5.2362877,Friesland,Onbekend,Nee,Nee,Onbekend,Onbekend,https://www.campingcnossen.nl/,+31 562 442 321,Onbekend,https://images.unsplash.com/photo-1523987355523-c7b5b0dd90a7?auto=format&fit=crop&w=300&q=80
Natuurkampeerterrein West-Terschelling,53.3698231,5.2145596,Friesland,Onbekend,Ja,Nee,Onbekend,Onbekend,https://www.logerenbijdeboswachter.nl/natuurkampeerterreinen/west-terschelling#parkMap,,Onbekend,https://images.unsplash.com/photo-1523987355523-c7b5b0dd90a7?auto=format&fit=crop&w=300&q=80
Camping Wulp,53.373738,5.2421476,Friesland,Onbekend,Nee,Nee,Onbekend,Onbekend,https://www.camping-wulp.nl,+31 562 442 056,Onbekend,https://images.unsplash.com/photo-1523987355523-c7b5b0dd90a7?auto=format&fit=crop&w=300&q=80
Camping Vis,53.3925281,5.3082353,Friesland,Onbekend,Nee,Nee,Onbekend,Onbekend,https://dehaanvakantie.nl/index.php/parken-terschelling/camping-vis-formerum,,Onbekend,https://images.unsplash.com/photo-1523987355523-c7b5b0dd90a7?auto=format&fit=crop&w=300&q=80
Natuurkampeerterrein Lies,53.3957747,5.3146181,Friesland,Onbekend,Nee,Nee,Onbekend,Onbekend,http://www.logerenbijdeboswachter.nl/natuurkampeerterreinen/lies,,Onbekend,https://images.unsplash.com/photo-1523987355523-c7b5b0dd90a7?auto=format&fit=crop&w=300&q=80
Camping 't Wantij,53.4047632,5.3795779,Friesland,Onbekend,Nee,Nee,Onbekend,Onbekend,https://www.wantij-terschelling.nl/,+31 562 448 522,Onbekend,https://images.unsplash.com/photo-1523987355523-c7b5b0dd90a7?auto=format&fit=crop&w=300&q=80
Jongerencamping Appelhof,53.3881205,5.314417,Friesland,Onbekend,Nee,Nee,2500,Onbekend,https://campingappelhof.nl/,+31 562 448 699,Onbekend,https://images.unsplash.com/photo-1523987355523-c7b5b0dd90a7?auto=format&fit=crop&w=300&q=80
Recreatiepark De Tien Heugten,52.9112066,6.7125654,Drenthe,Onbekend,Nee,Nee,Onbekend,Onbekend,https://www.tienheugten.nl/,+31 592 501 220,Onbekend,https://images.unsplash.com/photo-1523987355523-c7b5b0dd90a7?auto=format&fit=crop&w=300&q=80
Groepskampeerterrein Uteringskamp,52.9092899,6.6813236,Drenthe,Nee,Nee,Nee,Onbekend,"8,25 EUR/day",https://www.logerenbijdeboswachter.nl/groepskamperen/groepskampeerterrein-uteringskamp-elp,+31 6 23868168,Onbekend,https://images.unsplash.com/photo-1523987355523-c7b5b0dd90a7?auto=format&fit=crop&w=300&q=80
Natuurkampeerterrein De Kijl,52.8610093,6.733476,Drenthe,Ja,Ja,Nee,Onbekend,Betaald,https://www.logerenbijdeboswachter.nl/kamperen/de-kijl,,Summer season,https://images.unsplash.com/photo-1523987355523-c7b5b0dd90a7?auto=format&fit=crop&w=300&q=80
Camping Hoeve aan den weg,52.8900533,6.3146783,Drenthe,Onbekend,Nee,Nee,Onbekend,Onbekend,https://www.hoeveaandenweg.nl/,+31 521 387 269,Onbekend,https://images.unsplash.com/photo-1523987355523-c7b5b0dd90a7?auto=format&fit=crop&w=300&q=80
De Zandhegge,52.3316545,5.9625942,Gelderland,Onbekend,Nee,Nee,Onbekend,Onbekend,https://www.zandhegge.nl,+31 578 613 936,Onbekend,https://images.unsplash.com/photo-1523987355523-c7b5b0dd90a7?auto=format&fit=crop&w=300&q=80
Natuurkampeerterrein Zegenoord,52.1087513,6.0103178,Gelderland,Onbekend,Ja,Nee,Onbekend,Onbekend,https://www.goedkamp.nl/zegenoord/zegenoord,+31 55 505 2518,Onbekend,https://images.unsplash.com/photo-1523987355523-c7b5b0dd90a7?auto=format&fit=crop&w=300&q=80
Hoeve De Mertel,51.6254073,5.1704013,North Brabant,Onbekend,Nee,Nee,Onbekend,Onbekend,https://www.hoevedemertel.nl/,+31 13 511 1764,Onbekend,https://images.unsplash.com/photo-1523987355523-c7b5b0dd90a7?auto=format&fit=crop&w=300&q=80
Natuurkampeerterrein De Toekomst,52.3298809,5.954071,Gelderland,Onbekend,Ja,Nee,45,Betaald,https://www.kampeerterreindetoekomst.nl,,Onbekend,https://images.unsplash.com/photo-1523987355523-c7b5b0dd90a7?auto=format&fit=crop&w=300&q=80
Rufus,52.994018,5.7517774,Friesland,Onbekend,Nee,Nee,Onbekend,Onbekend,https://www.rufus.nl/,+31 513 412 594,Onbekend,https://images.unsplash.com/photo-1523987355523-c7b5b0dd90a7?auto=format&fit=crop&w=300&q=80
Molenberg,51.6827058,3.7251172,Zeeland,Onbekend,Nee,Nee,Onbekend,Onbekend,https://boerderijmolenberg.nl,+31 111 654400,Onbekend,https://images.unsplash.com/photo-1523987355523-c7b5b0dd90a7?auto=format&fit=crop&w=300&q=80
AanVeluwe,51.9951868,5.8242029,Gelderland,Onbekend,Nee,Nee,Onbekend,Onbekend,https://www.aanveluwe.nl/camping,,Onbekend,https://images.unsplash.com/photo-1523987355523-c7b5b0dd90a7?auto=format&fit=crop&w=300&q=80
Hoeve Bouwlust,51.9553402,4.286983,South Holland,Onbekend,Nee,Nee,Onbekend,Onbekend,https://hoevebouwlust.nl/overnachten/camping/#verblijf,+31 10 591 2775,Onbekend,https://images.unsplash.com/photo-1523987355523-c7b5b0dd90a7?auto=format&fit=crop&w=300&q=80
Domein Groot Besselink,52.1515301,6.2895265,Gelderland,Ja,Ja,Nee,47,Betaald,https://grootbesselink.nl/camping-domein-groot-besselink/,,Apr-Sept,https://images.unsplash.com/photo-1523987355523-c7b5b0dd90a7?auto=format&fit=crop&w=300&q=80
De Bearshoeke,52.9911805,5.5443542,Friesland,Onbekend,Ja,Nee,Onbekend,Onbekend,https://www.bearshoeke.nl/,+31 515 469 805,Onbekend,https://images.unsplash.com/photo-1523987355523-c7b5b0dd90a7?auto=format&fit=crop&w=300&q=80
Marina Park Volendam,52.4894465,5.060009,North Holland,Ja,Ja,Ja,24,Betaald,,,Onbekend,https://images.unsplash.com/photo-1523987355523-c7b5b0dd90a7?auto=format&fit=crop&w=300&q=80
Camping Diever,52.8654089,6.3233966,Drenthe,Onbekend,Nee,Nee,Onbekend,Onbekend,https://www.campingdiever.nl,+31 521 591 644,Onbekend,https://images.unsplash.com/photo-1523987355523-c7b5b0dd90a7?auto=format&fit=crop&w=300&q=80
Landgoed 't Wildryck,52.8650408,6.3514074,Drenthe,Onbekend,Nee,Nee,Onbekend,Onbekend,https://www.landgoedwildryck.nl,+31 521 591 207,Onbekend,https://images.unsplash.com/photo-1523987355523-c7b5b0dd90a7?auto=format&fit=crop&w=300&q=80
Camping Midzomer,52.866658,6.2987114,Drenthe,Onbekend,Ja,Nee,Onbekend,Onbekend,https://www.campingmidzomer.nl,+31 521 551 589,Onbekend,https://images.unsplash.com/photo-1523987355523-c7b5b0dd90a7?auto=format&fit=crop&w=300&q=80
Vakantiepark De Twee Bruggen,51.9484862,6.6427821,Gelderland,Onbekend,Nee,Nee,Onbekend,Onbekend,https://www.detweebruggen.nl/,,Onbekend,https://images.unsplash.com/photo-1523987355523-c7b5b0dd90a7?auto=format&fit=crop&w=300&q=80
Meerwijck,53.1489804,6.6909601,Drenthe,Onbekend,Ja,Nee,Onbekend,Betaald,https://www.meerwijck.nl,+31 598 323 659,Onbekend,https://images.unsplash.com/photo-1523987355523-c7b5b0dd90a7?auto=format&fit=crop&w=300&q=80
Zwetzone,52.0048623,4.2842722,South Holland,Onbekend,Ja,Nee,Onbekend,Betaald,https://www.minicampingzwetzone.nl/,+31 6 12930247,Onbekend,https://images.unsplash.com/photo-1523987355523-c7b5b0dd90a7?auto=format&fit=crop&w=300&q=80
Het Zonneveld,51.9710273,4.3051192,South Holland,Onbekend,Ja,Nee,Onbekend,Onbekend,https://www.het-zonneveld.nl/,+31 15 3808053,Onbekend,https://images.unsplash.com/photo-1523987355523-c7b5b0dd90a7?auto=format&fit=crop&w=300&q=80
De Rozenhorst,51.4563928,6.1592297,Limburg,Onbekend,Nee,Nee,Onbekend,Onbekend,https://www.rozenhorst.com/,+31 6 18794114,Onbekend,https://images.unsplash.com/photo-1523987355523-c7b5b0dd90a7?auto=format&fit=crop&w=300&q=80
Naturistencamping De Mierenhoop,53.1086092,6.5299934,Drenthe,Onbekend,Nee,Nee,Onbekend,Onbekend,https://www.lichtbondnoord.nl,+31 592 559 394,Onbekend,https://images.unsplash.com/photo-1523987355523-c7b5b0dd90a7?auto=format&fit=crop&w=300&q=80
Naamloze Locatie,51.9124211,4.1773014,South Holland,Onbekend,Nee,Nee,Onbekend,Betaald,,,Onbekend,https://images.unsplash.com/photo-1523987355523-c7b5b0dd90a7?auto=format&fit=crop&w=300&q=80
Kampeerterrein Duinen van Oostvoorne,51.9069922,4.0724437,South Holland,Onbekend,Nee,Nee,Onbekend,Onbekend,https://www.campingketjil.nl/camping-in-westvoorne.php/tentkampeerplaats-natuurveld-6m2,,Onbekend,https://images.unsplash.com/photo-1523987355523-c7b5b0dd90a7?auto=format&fit=crop&w=300&q=80
Camping Houten Paardjes,51.8580756,4.0745571,South Holland,Onbekend,Nee,Nee,Onbekend,Onbekend,https://campingdehoutenpaardjes.nl/,+31 181 401 581,Onbekend,https://images.unsplash.com/photo-1523987355523-c7b5b0dd90a7?auto=format&fit=crop&w=300&q=80
de Westbout,51.6743905,3.7309082,Zeeland,Onbekend,Nee,Nee,25,Onbekend,https://dewestbout.nl,+31 111 852 870,Onbekend,https://images.unsplash.com/photo-1523987355523-c7b5b0dd90a7?auto=format&fit=crop&w=300&q=80
Weideveld,51.6968611,3.7462594,Zeeland,Onbekend,Nee,Nee,25,Onbekend,https://campingweideveld.nl/,+31 111 651 615,Onbekend,https://images.unsplash.com/photo-1523987355523-c7b5b0dd90a7?auto=format&fit=crop&w=300&q=80
Dapperhof,51.6991906,3.7475738,Zeeland,Onbekend,Nee,Nee,15,Onbekend,https://www.campingdapperhof.nl/,+31 111 651 608,Onbekend,https://images.unsplash.com/photo-1523987355523-c7b5b0dd90a7?auto=format&fit=crop&w=300&q=80
d'Ouwe Veiling,51.7062326,3.7427727,Zeeland,Onbekend,Nee,Nee,Onbekend,Onbekend,https://ouweveiling.nl,+31 111 651 670,Onbekend,https://images.unsplash.com/photo-1523987355523-c7b5b0dd90a7?auto=format&fit=crop&w=300&q=80
Agri-Nova,51.7169397,3.771751,Zeeland,Onbekend,Nee,Nee,Onbekend,Onbekend,https://www.agricamping.nl/,+31 111 461 304,Onbekend,https://images.unsplash.com/photo-1523987355523-c7b5b0dd90a7?auto=format&fit=crop&w=300&q=80
De Eschdoorn,51.7207439,3.7693456,Zeeland,Onbekend,Nee,Nee,15,Onbekend,http://eschdoorn.nl/,+31 6 46238719,Onbekend,https://images.unsplash.com/photo-1523987355523-c7b5b0dd90a7?auto=format&fit=crop&w=300&q=80
De Groene Weide,51.709496,3.8480928,Zeeland,Onbekend,Nee,Nee,Onbekend,Betaald,https://minicampingdegroeneweide.nl,+31 111 671 358,Onbekend,https://images.unsplash.com/photo-1523987355523-c7b5b0dd90a7?auto=format&fit=crop&w=300&q=80
Zilt bij Zee,51.7354756,3.8562845,Zeeland,Onbekend,Nee,Nee,Onbekend,Onbekend,https://www.campingziltbijzee.nl/,+31 111 672 174,Onbekend,https://images.unsplash.com/photo-1523987355523-c7b5b0dd90a7?auto=format&fit=crop&w=300&q=80
Corneliahoeve,51.7280004,3.8642312,Zeeland,Onbekend,Nee,Nee,45,Onbekend,https://www.maatschap-dejong.nl/minicamping-corneliahoeve/,+31 187 683 097,Onbekend,https://images.unsplash.com/photo-1523987355523-c7b5b0dd90a7?auto=format&fit=crop&w=300&q=80
Lopswekken,51.7194682,3.8569927,Zeeland,Onbekend,Nee,Nee,Onbekend,Onbekend,https://www.inhetgroen.nl/bedrijf/191/Lopswekken,+31 111 671 309,Onbekend,https://images.unsplash.com/photo-1523987355523-c7b5b0dd90a7?auto=format&fit=crop&w=300&q=80
Den Engelsman,51.7177912,3.85824,Zeeland,Onbekend,Ja,Nee,30,Onbekend,https://www.minicampingdenengelsman.nl/,+31 111 671 546,Onbekend,https://images.unsplash.com/photo-1523987355523-c7b5b0dd90a7?auto=format&fit=crop&w=300&q=80
De Hooge Meet,51.6967355,3.8790255,Zeeland,Onbekend,Nee,Nee,Onbekend,Onbekend,https://dehoogemeet-camping.nl/,+31 111 463 538,Onbekend,https://images.unsplash.com/photo-1523987355523-c7b5b0dd90a7?auto=format&fit=crop&w=300&q=80
De Strohalm,51.7053481,3.8886619,Zeeland,Onbekend,Nee,Nee,25,Onbekend,https://minicampingdestrohalm.nl/,+36 1 263 5103,Onbekend,https://images.unsplash.com/photo-1523987355523-c7b5b0dd90a7?auto=format&fit=crop&w=300&q=80
De Zonnehoek,51.7107218,3.8894399,Zeeland,Onbekend,Nee,Nee,Onbekend,Onbekend,http://www.minicampingdezonnehoek.nl/nl/,+31 111 691 573,Onbekend,https://images.unsplash.com/photo-1523987355523-c7b5b0dd90a7?auto=format&fit=crop&w=300&q=80
Het Brieden,51.7192882,3.8757618,Zeeland,Onbekend,Nee,Nee,Onbekend,Onbekend,,,Onbekend,https://images.unsplash.com/photo-1523987355523-c7b5b0dd90a7?auto=format&fit=crop&w=300&q=80
Ruimzicht,51.7018851,3.9139123,Zeeland,Onbekend,Nee,Nee,Onbekend,Onbekend,https://minicampingruimzicht.nl/mini-camping-ruimzicht,+31 111 691 286,Onbekend,https://images.unsplash.com/photo-1523987355523-c7b5b0dd90a7?auto=format&fit=crop&w=300&q=80
Landschapscamping Claeskinderen,51.7337313,3.876036,Zeeland,Onbekend,Nee,Nee,Onbekend,Betaald,https://claeskinderen.nl/nl/index.htm,,Onbekend,https://images.unsplash.com/photo-1523987355523-c7b5b0dd90a7?auto=format&fit=crop&w=300&q=80
d'Ouwe Weie,51.735619,3.88378,Zeeland,Onbekend,Nee,Nee,20,Onbekend,http://camping-douweweie.nl,+31 111 691 723,Onbekend,https://images.unsplash.com/photo-1523987355523-c7b5b0dd90a7?auto=format&fit=crop&w=300&q=80
De Zeeuwse Vlag,51.6995957,3.9416049,Zeeland,Onbekend,Nee,Nee,Onbekend,Onbekend,https://www.dezeeuwsevlag.nl/,+31 111 402 102,Onbekend,https://images.unsplash.com/photo-1523987355523-c7b5b0dd90a7?auto=format&fit=crop&w=300&q=80
Zonnemaire,51.7119265,3.9534214,South Holland,Onbekend,Nee,Nee,Onbekend,Onbekend,https://www.campingzonnemaire.nl,,Onbekend,https://images.unsplash.com/photo-1523987355523-c7b5b0dd90a7?auto=format&fit=crop&w=300&q=80
inicamping De Zeester,51.6822937,3.8919214,Zeeland,Onbekend,Nee,Nee,15,Onbekend,https://www.campingzeesterzeeland.nl/#Camping,+31 111 416 587,Onbekend,https://images.unsplash.com/photo-1523987355523-c7b5b0dd90a7?auto=format&fit=crop&w=300&q=80
D'Oute Poppe,51.6761524,3.8727156,Zeeland,Onbekend,Nee,Nee,Onbekend,Onbekend,https://www.doutepoppe.nl/nl/camping,,Onbekend,https://images.unsplash.com/photo-1523987355523-c7b5b0dd90a7?auto=format&fit=crop&w=300&q=80
Camping de Hoogte,51.6859747,3.8878989,Zeeland,Onbekend,Nee,Nee,4,15 EUR,https://www.campingdehoogte.nl/camping,+31 111 412 496,Onbekend,https://images.unsplash.com/photo-1523987355523-c7b5b0dd90a7?auto=format&fit=crop&w=300&q=80
Appelgaerd,51.6799273,3.897012,Zeeland,Onbekend,Nee,Nee,21,Onbekend,https://appelgaerd.nl/home/mini-camping,+31 6 14449924,Onbekend,https://images.unsplash.com/photo-1523987355523-c7b5b0dd90a7?auto=format&fit=crop&w=300&q=80
't Wekken,51.6842136,3.9008944,Zeeland,Onbekend,Nee,Nee,Onbekend,Onbekend,https://www.campingtwekken.nl/,+31 111 416 703,Onbekend,https://images.unsplash.com/photo-1523987355523-c7b5b0dd90a7?auto=format&fit=crop&w=300&q=80
De Heuvel,51.6854237,3.9064863,Zeeland,Onbekend,Nee,Nee,20,Onbekend,https://www.deheuvel.org/,,Onbekend,https://images.unsplash.com/photo-1523987355523-c7b5b0dd90a7?auto=format&fit=crop&w=300&q=80
Gouweveer,51.6468203,3.9451268,Zeeland,Onbekend,Nee,Nee,Onbekend,Onbekend,https://www.camping-gouweveer.nl,,Onbekend,https://images.unsplash.com/photo-1523987355523-c7b5b0dd90a7?auto=format&fit=crop&w=300&q=80
Camping de Kermisrose,51.6697532,4.0156981,Zeeland,Onbekend,Nee,Nee,Onbekend,Onbekend,https://www.boerenrustcamping.nl/,,Onbekend,https://images.unsplash.com/photo-1523987355523-c7b5b0dd90a7?auto=format&fit=crop&w=300&q=80
Boerderijcamping de Kleine Schorre,51.6832448,3.982189,Zeeland,Onbekend,Nee,Nee,Onbekend,Onbekend,https://www.dekleineschorre.nl/,,Onbekend,https://images.unsplash.com/photo-1523987355523-c7b5b0dd90a7?auto=format&fit=crop&w=300&q=80
De Welblok,51.6530573,4.0645134,Zeeland,Onbekend,Nee,Nee,Onbekend,Onbekend,http://www.dewelblok.nl/,+31 111 482 523,Onbekend,https://images.unsplash.com/photo-1523987355523-c7b5b0dd90a7?auto=format&fit=crop&w=300&q=80
Recreatiepark De Oude Maas,51.8327288,4.5514459,South Holland,Onbekend,Nee,Nee,Onbekend,Onbekend,https://www.recreatieparkdeoudemaas.nl/,+31 78 677 2445,Onbekend,https://images.unsplash.com/photo-1523987355523-c7b5b0dd90a7?auto=format&fit=crop&w=300&q=80
Camping Valkenburg - Maastricht,50.8806595,5.8312955,Limburg,Onbekend,Ja,Nee,Onbekend,Betaald,https://www.camping-valkenburg.com,+31 45 405 9292,Onbekend,https://images.unsplash.com/photo-1523987355523-c7b5b0dd90a7?auto=format&fit=crop&w=300&q=80
Camping de Breede,53.385767,6.5387306,Groningen,Onbekend,Nee,Nee,Onbekend,Onbekend,https://www.campingdebreede.nl/,+31 595 424 642,"Mo-Fr 09:00-21:00; Sa 09:30-21:00; Su, PH 10:30-21:00",https://images.unsplash.com/photo-1523987355523-c7b5b0dd90a7?auto=format&fit=crop&w=300&q=80
Reisemobilhafen Den Heyberg,51.5560136,6.1852184,Limburg,Onbekend,Ja,Ja,150,Betaald,,,Onbekend,https://images.unsplash.com/photo-1523987355523-c7b5b0dd90a7?auto=format&fit=crop&w=300&q=80
Naturisten Camping Abtswoudse Hoeve (NAVAH),51.9777041,4.3881457,South Holland,Onbekend,Nee,Nee,Onbekend,Onbekend,https://www.navah.nl,+31 6 2028 7393,Onbekend,https://images.unsplash.com/photo-1523987355523-c7b5b0dd90a7?auto=format&fit=crop&w=300&q=80
Mini-camping Polderflora,52.1084587,4.6486244,South Holland,Onbekend,Nee,Nee,Onbekend,Onbekend,https://www.polderflora.nl,,Onbekend,https://images.unsplash.com/photo-1523987355523-c7b5b0dd90a7?auto=format&fit=crop&w=300&q=80
Däneborg,51.5086465,4.3303797,North Brabant,Onbekend,Nee,Nee,Onbekend,Onbekend,,,Onbekend,https://images.unsplash.com/photo-1523987355523-c7b5b0dd90a7?auto=format&fit=crop&w=300&q=80
Minicamping Looierheide,51.6939825,6.0004262,Limburg,Onbekend,Nee,Nee,Onbekend,Onbekend,https://www.looierheide.nl,+31 485 512 366,Onbekend,https://images.unsplash.com/photo-1523987355523-c7b5b0dd90a7?auto=format&fit=crop&w=300&q=80
